1.000000,0.100732
3.000000,0.174473
5.000000,0.225243
7.000000,0.266511
9.000000,0.302195
11.000000,0.334089
13.000000,0.363194
15.000000,0.390132
17.000000,0.415328
19.000000,0.439080
21.000000,0.461611
23.000000,0.483093
25.000000,0.503659
27.000000,0.523418
29.000000,0.542457
31.000000,0.560851
33.000000,0.578660
35.000000,0.595937
37.000000,0.612727
39.000000,0.629070
41.000000,0.644998
43.000000,0.660542
45.000000,0.675729
47.000000,0.690582
49.000000,0.705122
51.000000,0.719369
53.000000,0.733338
55.000000,0.747047
57.000000,0.760508
59.000000,0.773735
61.000000,0.786740
63.000000,0.799534
65.000000,0.812126
67.000000,0.824525
69.000000,0.836741
71.000000,0.848781
73.000000,0.860653
75.000000,0.872363
77.000000,0.883918
79.000000,0.895324
81.000000,0.906586
83.000000,0.917710
85.000000,0.928701
87.000000,0.939563
89.000000,0.950302
91.000000,0.960920
93.000000,0.971422
95.000000,0.981812
97.000000,0.992093
99.000000,1.002268
101.000000,1.012342
103.000000,1.022316
105.000000,1.032194
107.000000,1.041978
109.000000,1.051671
111.000000,1.061275
113.000000,1.070793
115.000000,1.080228
117.000000,1.089581
119.000000,1.098854
121.000000,1.108049
123.000000,1.117169
125.000000,1.126215
127.000000,1.135189
129.000000,1.144093
131.000000,1.152928
133.000000,1.161695
135.000000,1.170397
137.000000,1.179035
139.000000,1.187610
141.000000,1.196124
143.000000,1.204577
145.000000,1.212971
147.000000,1.221308
149.000000,1.229588
151.000000,1.237813
153.000000,1.245983
155.000000,1.254100
157.000000,1.262165
159.000000,1.270179
161.000000,1.278143
163.000000,1.286057
165.000000,1.293923
167.000000,1.301741
169.000000,1.309513
171.000000,1.317239
173.000000,1.324920
175.000000,1.332556
177.000000,1.340149
179.000000,1.347699
181.000000,1.355207
183.000000,1.362674
185.000000,1.370100
187.000000,1.377486
189.000000,1.384833
191.000000,1.392141
193.000000,1.399410
195.000000,1.406643
197.000000,1.413838
199.000000,1.420997
201.000000,1.428119
203.000000,1.435207
205.000000,1.442259
207.000000,1.449278
209.000000,1.456262
211.000000,1.463214
213.000000,1.470132
215.000000,1.477018
217.000000,1.483872
219.000000,1.490694
221.000000,1.497485
223.000000,1.504246
225.000000,1.510977
227.000000,1.517677
229.000000,1.524348
231.000000,1.530990
233.000000,1.537604
235.000000,1.544189
237.000000,1.550746
239.000000,1.557275
241.000000,1.563778
243.000000,1.570253
245.000000,1.576702
247.000000,1.583124
249.000000,1.589521
251.000000,1.595891
253.000000,1.602237
255.000000,1.608557
257.000000,1.614853
259.000000,1.621124
261.000000,1.627372
263.000000,1.633595
265.000000,1.639794
267.000000,1.645971
269.000000,1.652124
271.000000,1.658254
273.000000,1.664362
275.000000,1.670447
277.000000,1.676511
279.000000,1.682552
281.000000,1.688572
283.000000,1.694571
285.000000,1.700548
287.000000,1.706504
289.000000,1.712440
291.000000,1.718355
293.000000,1.724250
295.000000,1.730125
297.000000,1.735980
299.000000,1.741815
301.000000,1.747631
303.000000,1.753427
305.000000,1.759205
